id_stacji,stacja,rzeka,województwo,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
153180150,Rogóźno,Osa,kujawsko-pomorskie,173,"2017-11-25 13:10:00",5.7,"2017-11-25 13:10:00",,,,
149190310,Stróża,Raba,małopolskie,55,"2017-11-25 13:10:00",,,,,,
150170140,Skorogoszcz,"Nysa Kłodzka",opolskie,80,"2017-11-25 13:10:00",6.3,"2017-11-25 13:10:00",0,"2017-10-16 10:00:00",0,"2017-10-16 10:00:00"
151160040,Bukowna,"Czarna Woda",dolnośląskie,92,"2017-11-25 13:10:00",7.9,"2017-11-25 13:10:00",,,1,"2017-10-12 11:00:00"
151180030,"Kuźnica Skakawska",Niesób,łódzkie,65,"2017-11-25 13:00:00",7.6,"2017-11-25 13:00:00",,,,
150160250,Białobrzezie,Ślęza,dolnośląskie,52,"2017-11-25 13:10:00",6.9,"2017-11-25 13:10:00",,,213,"2017-08-31 09:56:00"
154170060,Smołdzino,Łupawa,pomorskie,66,"2017-11-25 13:10:00",,,,,,
154170120,Soszyca,Słupia,pomorskie,50,"2017-11-25 13:10:00",,,,,100,"2017-10-09 11:03:00"
149210070,Żółków,Wisłoka,podkarpackie,87,"2017-11-25 13:10:00",,,,,,
150220020,"Ruda Jastkowska",Bukowa,podkarpackie,66,"2017-11-25 13:10:00",,,0,"2017-11-22 11:56:00",,
151180110,Uniejów,Warta,łódzkie,120,"2017-11-25 13:10:00",5.4,"2017-11-25 13:10:00",,,0,"2017-09-15 10:09:00"
150160130,Mościsko,Piława,dolnośląskie,35,"2017-11-25 13:10:00",,,,,100,"2017-09-07 09:06:00"
149200510,Brzesko-Miasto,Uszwica,-,,,,,,,,
150180270,"Kozłowa Góra",Brynica,śląskie,73,"2017-11-25 13:10:00",,,0,"2017-10-23 10:00:00",0,"2017-10-23 10:00:00"
150180080,Grabówka,Bierawka,opolskie,53,"2017-11-25 13:10:00",,,,,,
150180180,Gliwice-Łabędy,Kłodnica,śląskie,138,"2017-11-25 13:10:00",,,0,"2017-10-31 10:10:00",0,"2017-10-31 10:10:00"
151180140,Podgórze,Widawka,łódzkie,96,"2017-11-25 13:00:00",9,"2017-11-25 13:00:00",,,0,"2017-09-27 11:00:00"
150180190,"Krupski Młyn","Mała Panew",śląskie,64,"2017-11-25 13:10:00",,,,,,
151200020,Spała,Pilica,łódzkie,116,"2017-11-25 13:10:00",5.9,"2017-11-25 13:10:00",,,0,"2017-10-30 09:57:00"
150190070,Szabelnia,-,śląskie,34,"2017-11-25 13:10:00",,,0,"2017-10-30 08:00:00",0,"2017-10-30 08:00:00"
152160130,Mosin,"Kanał Mosiński",wielkopolskie,131,"2017-11-25 13:10:00",,,,,,
149180060,Cieszyn,Olza,śląskie,44,"2017-11-25 13:10:00",,,0,"2017-09-25 09:00:00",0,"2017-10-25 10:57:00"
150150040,Barcinek,Kamienica,dolnośląskie,44,"2017-11-25 13:10:00",7.8,"2017-11-25 13:10:00",0,"2017-10-05 06:05:00",,
150150110,Kowary,Jedlica,dolnośląskie,30,"2017-11-25 13:10:00",,,0,"2017-11-09 10:00:00",,
151210010,Wąchock,Kamienna,świętokrzyskie,60,"2017-11-25 13:10:00",,,0,"2017-11-23 11:11:00",0,"2017-09-29 12:03:00"
150230010,Nielisz,Wieprz,lubelskie,53,"2017-11-25 13:10:00",,,,,,
150190240,Kręciwilk,Warta,śląskie,32,"2017-11-25 13:10:00",,,0,"2017-08-21 09:00:00",102,"2017-08-21 09:00:00"
150150060,Pilchowice,Bóbr,dolnośląskie,38,"2017-11-25 13:10:00",,,,,100,"2017-09-12 07:05:00"
151170070,Odolanów,Barycz,wielkopolskie,90,"2017-11-25 13:10:00",,,,,100,"2017-10-30 09:00:00"
150160060,Jugowice,Bystrzyca,dolnośląskie,34,"2017-11-25 13:10:00",6.4,"2017-11-25 13:10:00",,,0,"2017-09-11 11:00:00"
150150030,Jakuszyce,Kamienna,dolnośląskie,2,"2017-11-21 09:00:00",4.51,"2017-11-25 13:10:00",0,"2017-09-22 09:00:00",0,"2017-09-06 11:00:00"
151160090,Jawor,"Nysa Szalona",dolnośląskie,29,"2017-11-25 13:10:00",,,,,0,"2017-11-23 12:00:00"
150160170,"Bystrzyca Kłodzka","Nysa Kłodzka",dolnośląskie,34,"2017-11-25 13:10:00",,,,,0,"2017-11-08 11:10:00"
150150200,Sosnówka,Sośniak,dolnośląskie,6,"2017-11-25 13:10:00",,,,,,
149200360,"Lipnica Murowana",-,-,,,,,,,,
154190140,Braniewo,Pasłęka,warmińsko-mazurskie,,,,,,,101,"2017-08-22 09:07:00"
151160170,"Brzeg Dolny",Odra,dolnośląskie,,,6.2,"2017-11-25 13:10:00",,,,
151140020,Pleśno,Lubsza,lubuskie,98,"2017-11-25 13:10:00",8,"2017-11-25 13:10:00",,,0,"2017-11-07 10:02:00"
153220010,Piątnica-Łomża,Narew,podlaskie,354,"2017-11-25 13:10:00",3.6,"2017-11-25 13:10:00",,,0,"2017-11-13 11:08:00"
