id_stacji,stacja,rzeka,województwo,stan_wody,stan_wody_data_pomiaru,temperatura_wody,temperatura_wody_data_pomiaru,zjawisko_lodowe,zjawisko_lodowe_data_pomiaru,zjawisko_zarastania,zjawisko_zarastania_data_pomiaru
151150170,Świerzawa,Kaczawa,dolnośląskie,130,"2017-11-25 13:10:00",7.21,"2017-11-25 13:10:00",0,"2017-10-12 10:00:00",0,"2017-10-12 10:00:00"
151160200,Korzeńsko,Orla,dolnośląskie,253,"2017-11-25 13:10:00",7.31,"2017-11-25 13:10:00",,,201,"2017-11-02 11:00:00"
152230100,Narewka,Narewka,podlaskie,166,"2017-11-25 13:10:00",,,,,110,"2017-10-04 11:02:00"
149220070,Hoczew,Hoczewka,podkarpackie,120,"2017-11-25 13:10:00",,,,,0,"2017-09-22 07:04:00"
150160120,Krasków,Bystrzyca,dolnośląskie,130,"2017-11-25 13:10:00",7.9,"2017-11-25 13:10:00",,,,
153230170,Nowosiółki,Supraśl,podlaskie,141,"2017-11-25 13:10:00",,,,,210,"2017-09-07 08:07:00"
150190130,Łagisza,"Czarna Przemsza",śląskie,140,"2017-11-25 13:10:00",,,0,"2017-11-17 10:00:00",0,"2017-11-17 10:00:00"
154200030,Smolajny,Łyna,warmińsko-mazurskie,238,"2017-11-25 13:10:00",,,,,310,"2017-09-26 09:00:00"
149180130,Istebna,Olza,śląskie,130,"2017-11-25 13:10:00",,,0,"2017-11-22 10:00:00",0,"2017-11-22 10:00:00"
151180160,Poddębice,Ner,łódzkie,162,"2017-11-25 13:00:00",9,"2017-11-25 13:00:00",,,,
150170030,"Oława 2",Oława,dolnośląskie,127,"2017-11-25 13:10:00",7.4,"2017-11-25 13:10:00",,,,
151180060,Kraszewice,Łużyca,wielkopolskie,224,"2017-11-25 08:00:00",,,,,,
151180180,Grabno,Grabia,łódzkie,199,"2017-11-25 13:00:00",7.6,"2017-11-25 13:00:00",,,0,"2017-10-09 09:56:00"
149180080,Drogomyśl,Wisła,śląskie,146,"2017-11-25 13:00:00",,,,,,
149210150,Puławy,Wisłok,podkarpackie,124,"2017-11-25 13:10:00",,,0,"2017-10-11 11:03:00",,
151200100,Bzin,Kamienna,świętokrzyskie,130,"2017-11-25 13:10:00",,,,,,
152210120,Łochów,Liwiec,mazowieckie,168,"2017-11-25 13:10:00",,,0,"2017-09-18 11:05:00",,
152230030,Chraboły,Orlanka,podlaskie,122,"2017-11-25 13:10:00",,,,,,
149200010,Poronin,Poroniec,małopolskie,158,"2017-11-25 13:10:00",,,,,,
151180040,Mirków,Prosna,łódzkie,185,"2017-11-25 13:00:00",6.8,"2017-11-25 13:00:00",,,,
153220060,Ełk,Ełk,warmińsko-mazurskie,206,"2017-11-25 13:10:00",,,,,201,"2017-09-05 10:04:00"
149210080,Jasło,Jasiołka,podkarpackie,145,"2017-11-25 13:10:00",,,0,"2017-08-30 12:01:00",,
150180010,Kamionka,Stradunia,opolskie,120,"2017-11-25 13:10:00",,,0,"2017-11-16 11:10:00",111,"2017-11-16 11:10:00"
150210100,Połaniec,Czarna,świętokrzyskie,147,"2017-11-25 13:10:00",,,,,,
150180130,"Rybnik Stodoły",Ruda,śląskie,101,"2017-11-25 13:10:00",,,,,,
151170090,Namysłów,Widawa,opolskie,145,"2017-11-25 13:10:00",5.4,"2017-11-25 13:10:00",,,,
152150200,Międzychód,Warta,wielkopolskie,319,"2017-11-25 13:10:00",,,,,0,"2017-09-20 12:05:00"
149180030,Łaziska,Olza,śląskie,154,"2017-11-25 13:00:00",,,,,,
150160030,Chwaliszów,Strzegomka,dolnośląskie,129,"2017-11-25 13:10:00",,,,,0,"2017-09-20 09:00:00"
150170050,"Biała Nyska","Biała Głuchołaska",opolskie,112,"2017-11-25 13:10:00",6.7,"2017-11-25 13:10:00",,,0,"2017-11-14 10:56:00"
150190330,Ojców,Prądnik,małopolskie,107,"2017-11-25 13:10:00",,,,,,
151200080,Odrzywół,Drzewiczka,mazowieckie,164,"2017-11-25 13:10:00",6.3,"2017-11-25 13:10:00",,,,
150160020,Świebodzice,Pełcznica,dolnośląskie,113,"2017-11-25 13:10:00",8.6,"2017-11-25 13:10:00",,,0,"2017-10-30 10:00:00"
149190010,Czechowice-Bestwina,Biała,śląskie,119,"2017-11-25 13:10:00",,,0,"2017-09-26 08:00:00",0,"2017-09-26 08:00:00"
154170160,Lębork,Łeba,pomorskie,146,"2017-11-25 13:10:00",,,0,"2017-11-14 11:58:00",0,"2017-10-30 11:04:00"
154220110,"Gołdap 2",Gołdapa,warmińsko-mazurskie,128,"2017-11-25 13:10:00",,,,,0,"2017-11-15 08:06:00"
153190050,Brodnica,Drwęca,kujawsko-pomorskie,264,"2017-11-25 13:10:00",,,,,100,"2017-11-07 11:00:00"
154210010,Sępopol,Łyna,warmińsko-mazurskie,229,"2017-11-25 13:10:00",,,,,,
153160040,Czaplinek,"jez. Drawsko",zachodniopomorskie,138,"2017-11-25 13:10:00",7.4,"2017-11-25 13:10:00",,,,
150210010,Raków,Czarna,świętokrzyskie,128,"2017-11-25 13:10:00",,,,,0,"2017-07-04 10:40:00"
149200290,Muszyna,Poprad,małopolskie,125,"2017-11-25 13:10:00",4.8,"2017-11-25 13:10:00",0,"2017-10-05 08:58:00",,
153200020,Szreńsk,Mławka,mazowieckie,163,"2017-11-25 13:10:00",,,,,100,"2017-11-17 09:08:00"
150200160,Daleszyce,"Czarna Nida",świętokrzyskie,128,"2017-11-25 13:10:00",,,,,,
150190210,"Kuźnica Sulikowska",Mitręga,śląskie,135,"2017-11-25 13:10:00",,,,,,
150200050,Michałów,Mierzawa,świętokrzyskie,114,"2017-11-25 13:10:00",,,,,,
150160110,"Szalejów Dolny","Bystrzyca Dusznicka",dolnośląskie,126,"2017-11-25 13:10:00",,,0,"2017-11-16 12:00:00",100,"2017-11-16 12:00:00"
151150020,Ostróżno,Witka,dolnośląskie,167,"2017-11-25 13:10:00",7,"2017-11-25 13:10:00",0,"2017-11-08 10:00:00",,
149190160,Rudze,Wieprzówka,małopolskie,112,"2017-11-25 13:10:00",,,,,0,"2017-11-15 11:11:00"
150160190,Międzylesie,"Nysa Kłodzka",dolnośląskie,124,"2017-11-25 13:10:00",5.7,"2017-11-25 13:10:00",,,0,"2017-10-17 08:00:00"
150220120,Zakłodzie,Pór,lubelskie,,,,,,,,
150150020,"Mirsk 2","Czarny Potok",dolnośląskie,132,"2017-11-25 13:10:00",,,0,"2017-11-03 07:59:00",,
150160080,Tłumaczów,Ścinawka,dolnośląskie,109,"2017-11-20 10:10:00",6.2,"2017-11-25 13:10:00",,,0,"2017-11-08 10:05:00"
150200040,Tokarnia,"Czarna Nida",świętokrzyskie,130,"2017-11-25 13:10:00",,,,,,
153220200,Rajgród,Jegrznia,podlaskie,173,"2017-11-25 13:10:00",,,,,100,"2017-11-03 14:02:00"
150210040,Rzepin,Świślin,świętokrzyskie,118,"2017-11-25 13:10:00",5.5,"2017-11-25 13:10:00",,,,
152210010,Warszawa,Wisła,mazowieckie,194,"2017-11-25 13:10:00",,,,,,
150210170,Sandomierz,Wisła,świętokrzyskie,224,"2017-11-25 13:10:00",,,,,,
150190060,Bojszowy,Gostynia,śląskie,108,"2017-11-25 13:10:00",8.55,"2017-11-25 13:00:00",,,311,"2017-09-26 08:00:00"
149180110,"Ustroń Obłaziec",Wisła,śląskie,131,"2017-11-25 13:10:00",,,0,"2017-09-04 09:00:00",0,"2017-09-04 09:00:00"
149200020,Szaflary,"Biały Dunajec",małopolskie,95,"2017-11-25 13:10:00",,,0,"2017-11-22 14:56:00",,
149190030,Mikuszowice,Biała,śląskie,116,"2017-11-25 13:10:00",,,0,"2017-09-22 11:05:00",0,"2017-10-04 10:00:00"
150180060,"Racibórz Miedonia",Odra,śląskie,168,"2017-11-25 13:10:00",,,,,,
149180140,Wisła,Wisła,śląskie,122,"2017-11-25 13:10:00",,,,,,
152180150,Dąbie,Ner,wielkopolskie,273,"2017-11-23 13:10:00",,,,,,
152190050,Kwiatkówek,Bzura,łódzkie,128,"2017-11-25 13:10:00",,,,,1,"2017-09-26 09:06:00"
150200140,Borzęcin,Uszwica,małopolskie,123,"2017-11-25 13:10:00",,,,,,
152160090,Kościan,"Kanał Mosiński",wielkopolskie,131,"2017-11-25 13:10:00",,,,,,
152200050,Żuków,Bzura,mazowieckie,257,"2017-11-25 13:10:00",6.78,"2017-11-25 13:10:00",,,,
151160020,Rzymówka,Kaczawa,dolnośląskie,120,"2017-11-25 13:10:00",,,,,0,"2017-08-29 10:00:00"
152200130,Orzechowo,Narew,mazowieckie,255,"2017-11-25 13:10:00",,,,,0,"2017-11-03 12:11:00"
151160050,Dunino,Kaczawa,dolnośląskie,111,"2017-11-25 13:10:00",,,,,,
149190210,"Sucha Beskidzka 2",Skawa,małopolskie,132,"2017-11-25 13:10:00",,,0,"2017-08-22 10:09:00",,
150160090,Łażany,Strzegomka,dolnośląskie,106,"2017-11-25 13:10:00",7.95,"2017-11-25 13:10:00",,,,
153210180,Zaruzie,Ruź,podlaskie,149,"2017-11-25 13:10:00",,,,,111,"2017-11-15 14:01:00"
151150110,"Gryfów Śląski",Kwisa,dolnośląskie,118,"2017-11-25 13:10:00",7.4,"2017-11-25 13:10:00",0,"2017-10-31 07:00:00",,
153200070,Olsztyn,Łyna,warmińsko-mazurskie,87,"2017-11-25 13:10:00",,,,,321,"2017-08-23 08:00:00"
149200060,"Mszana Dolna",Raba,małopolskie,128,"2017-11-25 13:10:00",,,,,,
154170010,Słupsk,Słupia,pomorskie,174,"2017-11-25 13:10:00",5.6,"2017-11-25 13:10:00",,,101,"2017-08-22 16:57:00"
149200480,Łapanów,Stradomka,małopolskie,,,,,,,,
154150050,Białogard,Parsęta,zachodniopomorskie,186,"2017-11-25 13:10:00",6.7,"2017-11-25 13:10:00",,,100,"2017-08-25 09:03:00"
151160130,Ścinawa,Odra,dolnośląskie,171,"2017-11-25 13:10:00",0.76,"2017-09-10 02:00:00",0,"2017-11-23 06:00:00",,
150220050,Harasiuki,Tanew,podkarpackie,127,"2017-11-25 13:10:00",,,0,"2017-11-22 10:56:00",,
151230040,Włodawa,Bug,lubelskie,127,"2017-11-25 13:10:00",,,0,"2017-09-08 10:11:00",0,"2017-10-27 09:00:00"
149200320,"Koszyce Wielkie",Biała,małopolskie,129,"2017-11-25 13:10:00",,,0,"2017-09-23 13:05:00",,
151160190,Jarnołtów,Bystrzyca,dolnośląskie,109,"2017-11-25 13:10:00",7.05,"2017-11-25 13:10:00",,,,
149210030,Klęczany,Ropa,małopolskie,88,"2017-11-25 13:10:00",,,0,"2017-11-23 09:03:00",,
151220100,Sobianowice,Bystrzyca,lubelskie,109,"2017-11-25 13:10:00",6.8,"2017-11-25 13:10:00",,,,
149190300,Kościelisko-Kiry,"Potok Kościeliski",małopolskie,91,"2017-11-25 13:00:00",,,,,,
151190010,Kule,Liswarta,śląskie,152,"2017-11-25 13:10:00",,,,,1,"2017-09-07 09:00:00"
151180150,Widawa,Nieciecz,łódzkie,145,"2017-11-25 13:00:00",,,,,0,"2017-11-02 14:00:00"
152140130,Połęcko,Odra,lubuskie,204,"2017-11-25 13:10:00",,,,,,
149220100,Terka,Solinka,podkarpackie,114,"2017-11-25 13:10:00",,,,,0,"2017-08-17 08:11:00"
149190090,Żabnica,Żabniczanka,śląskie,108,"2017-11-25 13:00:00",,,0,"2017-08-28 12:00:00",,
150170160,"Branice 1",Opawa,opolskie,90,"2017-11-25 13:10:00",,,,,0,"2017-08-18 11:00:00"
150190200,"Lgota Nadwarcie",Warta,śląskie,123,"2017-11-25 13:10:00",,,,,0,"2017-10-13 10:00:00"
150160280,Borów,Ślęza,dolnośląskie,126,"2017-11-25 13:10:00",,,,,,
149190180,Wadowice,Skawa,małopolskie,145,"2017-11-25 13:10:00",,,,,0,"2017-09-20 12:12:00"
150160180,Kłodzko,"Nysa Kłodzka",dolnośląskie,109,"2017-11-25 13:10:00",,,,,100,"2017-11-24 12:00:00"
151180120,Burzenin,Warta,łódzkie,147,"2017-11-25 13:10:00",6.2,"2017-11-25 13:10:00",,,,
149190260,Osielec,Skawa,małopolskie,114,"2017-11-25 13:00:00",,,,,,
153210090,Ostrołęka,Narew,mazowieckie,259,"2017-11-25 13:10:00",,,,,0,"2017-09-22 10:01:00"
150210140,Brzeźnica,Wielopolka,podkarpackie,101,"2017-11-25 13:10:00",,,0,"2017-09-15 11:11:00",,
151170080,"Odolanów 2",Kuroch,wielkopolskie,153,"2017-11-25 13:10:00",,,,,,
153170120,Tuchola,Brda,kujawsko-pomorskie,141,"2017-11-25 13:10:00",6.4,"2017-11-25 13:10:00",,,,
151160160,Rydzyna,"Polski Rów",wielkopolskie,134,"2017-11-25 13:10:00",7.3,"2017-11-25 13:10:00",,,201,"2017-11-07 10:10:00"
153180030,Bożepole,Wierzyca,pomorskie,118,"2017-11-25 13:10:00",8,"2017-11-25 13:10:00",0,"2017-11-24 10:07:00",0,"2017-10-26 09:58:00"
149220080,Cisna,Solinka,podkarpackie,114,"2017-11-25 13:00:00",,,,,,
149200250,"Nowy Sącz",Kamienica,małopolskie,104,"2017-11-25 13:00:00",,,,,,
149200240,"Nowy Sącz",Dunajec,małopolskie,99,"2017-11-25 13:10:00",5.4,"2017-11-25 13:10:00",0,"2017-10-26 08:58:00",,
150200030,Brzegi,Nida,świętokrzyskie,136,"2017-11-25 13:10:00",,,0,"2017-11-16 14:12:00",,
152180140,Grzegorzew,Rgilewka,wielkopolskie,145,"2017-11-25 13:10:00",7.5,"2017-11-25 13:10:00",,,0,"2017-10-17 09:00:00"
150170110,Prudnik,Prudnik,opolskie,88,"2017-11-25 13:10:00",6.7,"2017-11-25 13:10:00",,,,
152170120,Samarzewo,Wrześnica,wielkopolskie,163,"2017-11-25 13:10:00",6.6,"2017-11-25 13:10:00",,,0,"2017-11-22 14:00:00"
151140040,Przewóz,"Nysa Łużycka",lubuskie,150,"2017-11-25 13:10:00",,,,,0,"2017-11-03 10:10:00"
149180240,Goczałkowice,Wisła,śląskie,166,"2017-11-25 13:10:00",,,,,0,"2017-10-05 09:58:00"
153190150,Lidzbark,Wel,warmińsko-mazurskie,108,"2017-11-25 13:10:00",,,,,200,"2017-08-18 10:01:00"
150150120,Bukówka,Bóbr,dolnośląskie,89,"2017-11-25 13:10:00",,,,,200,"2017-07-05 10:36:00"
151180090,Niechmirów,Oleśnica,łódzkie,157,"2017-11-24 14:00:00",0,"2017-11-25 13:00:00",,,,
150200060,Sierosławice,Wisła,małopolskie,197,"2017-11-25 13:10:00",,,,,,
149180020,Chałupki,Odra,śląskie,128,"2017-11-25 13:10:00",,,,,0,"2017-10-12 09:00:00"
151190060,Bobry,Warta,łódzkie,111,"2017-11-25 13:10:00",,,,,,
149190080,Cięcina,Soła,śląskie,125,"2017-11-25 13:00:00",,,0,"2017-08-17 08:10:00",0,"2017-09-21 12:00:00"
151140010,Gubin,"Nysa Łużycka",lubuskie,187,"2017-11-25 13:10:00",7.74,"2017-11-25 13:10:00",,,,
150240020,Kryłów,Bug,lubelskie,140,"2017-11-25 13:10:00",,,,,,
153210210,Nowogród,Narew,podlaskie,246,"2017-11-25 13:10:00",,,,,,
151150160,Zagrodno,Skora,dolnośląskie,98,"2017-11-25 13:10:00",,,,,100,"2017-10-12 08:00:00"
149180200,"Wisła Czarne","Czarna Wisełka",śląskie,91,"2017-11-25 13:10:00",,,,,,
150150080,"Jelenia Góra",Bóbr,dolnośląskie,108,"2017-11-25 13:10:00",6.91,"2017-11-25 13:10:00",,,,
152160120,Ryczywół,Flinta,wielkopolskie,130,"2017-11-25 13:10:00",,,,,,
151160080,Rzeszotary,"Czarna Woda",dolnośląskie,160,"2017-11-25 13:10:00",7.7,"2017-11-25 13:10:00",,,,
151170040,Łąki,Barycz,dolnośląskie,236,"2017-11-25 13:10:00",,,,,1,"2017-07-06 11:33:00"
151180020,Piwonice,Prosna,wielkopolskie,130,"2017-11-25 13:00:00",0,"2017-11-25 13:00:00",,,1,"2017-07-11 09:32:00"
149190150,"Pewel Mała",Koszarawa,śląskie,114,"2017-11-25 13:00:00",,,,,,
152220050,Frankopol,Bug,podlaskie,144,"2017-11-25 13:10:00",,,,,0,"2017-11-10 13:00:00"
149200080,"Mszana Dolna",Mszanka,małopolskie,90,"2017-11-25 13:10:00",,,0,"2017-09-21 15:00:00",0,"2017-11-08 11:02:00"
149190040,Ujsoły,"Woda Ujsolska",śląskie,101,"2017-11-25 13:10:00",,,,,,
150160210,Wilkanów,Wilczka,dolnośląskie,90,"2017-11-25 13:10:00",5.3,"2017-11-25 13:10:00",,,0,"2017-11-13 10:00:00"
150180220,Gliwice,Kłodnica,śląskie,98,"2017-11-25 13:10:00",,,,,,
151180070,"Gorzów Śląski",Prosna,opolskie,99,"2017-11-25 13:00:00",10.03,"2017-11-25 13:00:00",,,,
149180010,Krzyżanowice,Odra,śląskie,139,"2017-11-25 13:10:00",,,,,,
150210090,Kunów,Kamienna,świętokrzyskie,99,"2017-11-25 13:10:00",,,,,,
151190030,Łask,Grabia,łódzkie,160,"2017-11-25 13:00:00",0,"2017-11-25 13:00:00",,,,
150150100,Wojanów,Bóbr,dolnośląskie,95,"2017-11-25 13:10:00",6.4,"2017-11-25 13:10:00",0,"2017-10-19 08:10:00",,
151150140,"Dąbrowa Bolesławiecka",Bóbr,dolnośląskie,145,"2017-11-25 13:10:00",40.3,"2017-10-06 08:10:00",,,0,"2017-09-29 09:00:00"
151160180,Bogdaszowice,Strzegomka,dolnośląskie,94,"2017-11-25 13:10:00",7.9,"2017-11-25 13:10:00",,,,
153200030,Kalisty,Pasłęka,warmińsko-mazurskie,105,"2017-11-25 13:10:00",,,,,,
152230090,Narew,Narew,podlaskie,148,"2017-11-25 13:10:00",,,,,,
152150240,Drawiny,Drawa,wielkopolskie,123,"2017-11-25 13:10:00",6,"2017-11-25 13:10:00",,,0,"2017-09-13 10:04:00"
152160010,Krzyż,Noteć,wielkopolskie,234,"2017-11-25 13:10:00",,,,,100,"2017-07-05 09:12:00"
153210070,"Białobrzeg Bliższy",Omulew,mazowieckie,156,"2017-11-25 13:10:00",,,,,,
149190340,"Rabka 2",Raba,małopolskie,86,"2017-11-25 13:10:00",,,,,0,"2017-11-02 10:10:00"
149220200,Krówniki,Wiar,podkarpackie,86,"2017-11-25 13:10:00",,,,,,
150220110,Biłgoraj,"Biała Łada",lubelskie,78,"2017-11-25 13:10:00",,,0,"2017-11-22 10:02:00",,
149190370,Lubień,Lubieńka,małopolskie,79,"2017-11-25 13:10:00",,,,,0,"2017-11-23 11:10:00"
150160220,"Bardo Śląskie","Nysa Kłodzka",dolnośląskie,92,"2017-11-25 13:10:00",,,,,0,"2017-11-24 11:00:00"
152150090,Santok,Noteć,lubuskie,265,"2017-11-25 13:10:00",,,,,0,"2017-10-23 06:00:00"
150170080,Jarnołtówek,"Złoty Potok",opolskie,75,"2017-11-25 13:10:00",,,0,"2017-08-08 12:00:00",0,"2017-08-08 12:00:00"
150150130,Błażkowa,Bóbr,dolnośląskie,91,"2017-11-25 13:10:00",,,,,100,"2017-10-02 09:05:00"
154190110,"Nowe Sadłuki",Bauda,warmińsko-mazurskie,194,"2017-11-25 13:10:00",8.9,"2017-11-25 13:10:00",,,100,"2017-09-20 10:05:00"
149220020,Szczawne,Osława,podkarpackie,87,"2017-11-25 13:10:00",,,,,,
150170220,Dobra,Biała,opolskie,79,"2017-11-25 13:10:00",7.1,"2017-11-25 13:10:00",,,,
151170010,Krzyżanowice,Widawa,dolnośląskie,139,"2017-11-25 13:10:00",7.4,"2017-11-25 13:10:00",,,,
153230080,Sochonie,Czarna,podlaskie,76,"2017-11-25 13:10:00",,,,,110,"2017-09-21 13:00:00"
150190140,"Bieruń Nowy",Wisła,śląskie,133,"2017-11-25 13:00:00",5.69,"2017-11-25 13:00:00",,,,
151230060,Dorohusk,Bug,lubelskie,122,"2017-11-25 13:10:00",,,,,0,"2017-10-25 09:00:00"
149180180,"Wisła Czarne","Biała Wisełka",śląskie,75,"2017-11-25 13:10:00",,,,,,
154160020,Białogórzyno,Radew,zachodniopomorskie,96,"2017-11-25 13:10:00",,,,,100,"2017-08-17 10:06:00"
149200270,Łabowa,Kamienic,małopolskie,74,"2017-11-25 13:00:00",,,,,,
151150070,Żagań,"Czerna Wielka",lubuskie,115,"2017-11-25 13:00:00",6.93,"2017-11-25 13:00:00",0,"2017-11-23 12:03:00",0,"2017-10-09 10:00:00"
150150190,Podgórzyn,Podgórna,dolnośląskie,86,"2017-11-25 13:10:00",6,"2017-11-25 13:10:00",,,,
153180140,Elgiszewo,Drwęca,kujawsko-pomorskie,209,"2017-11-25 13:10:00",,,,,200,"2017-08-11 12:00:00"
151180010,Ołobok,Ołobok,wielkopolskie,130,"2017-11-25 13:00:00",9.4,"2017-11-25 13:00:00",,,0,"2017-10-31 10:01:00"
153230070,Sztabin,Biebrza,podlaskie,148,"2017-11-25 13:10:00",,,,,,
152210070,"Wólka Mlądzka",Świder,mazowieckie,106,"2017-11-25 13:10:00",,,0,"2017-08-10 10:00:00",0,"2017-10-27 13:10:00"
150210070,Wampierzów,Bren,podkarpackie,112,"2017-11-25 13:10:00",,,,,0,"2017-09-11 13:12:00"
153190130,"Kuligi (Nowe Miasto)",Wel,warmińsko-mazurskie,142,"2017-11-25 13:10:00",,,,,201,"2017-09-12 12:11:00"
150150050,Piechowice,Kamienna,dolnośląskie,100,"2017-11-25 13:10:00",,,0,"2017-11-06 11:00:00",,
150160200,Żelazno,"Biała Lądecka",dolnośląskie,54,"2017-11-25 13:10:00",6,"2017-11-25 13:10:00",,,100,"2017-09-29 08:10:00"
149180160,"Wisła Czarne",Wisła,śląskie,78,"2017-11-25 13:10:00",,,,,,
153160300,Wielimie,"jez. Wielimskie",zachodniopomorskie,113,"2017-11-25 13:10:00",,,,,,
150190120,Przeczyce,"Czarna Przemsza",śląskie,67,"2017-11-25 13:10:00",,,,,,
149190220,"Skawica Dolna",Skawica,małopolskie,92,"2017-11-25 13:10:00",,,,,,
149190390,Ludźmierz,"Wielki Rogoźnik",małopolskie,80,"2017-11-25 13:10:00",,,0,"2017-11-20 13:59:00",,
150220010,Rzeszów,Wisłok,podkarpackie,98,"2017-11-25 13:10:00",,,0,"2017-08-18 07:57:00",,
150160010,"Kamienna Góra",Bóbr,dolnośląskie,76,"2017-11-25 13:10:00",5.5,"2017-11-25 13:10:00",0,"2017-11-16 08:08:00",100,"2017-10-02 10:05:00"
150220130,Zapałów,Lubaczówka,podkarpackie,100,"2017-11-25 13:10:00",,,0,"2017-11-21 15:00:00",1,"2017-08-23 08:00:00"
149220210,Nienowice,Wisznia,podkarpackie,111,"2017-11-25 13:10:00",,,0,"2017-11-15 12:06:00",,
150150070,"Jelenia Góra 2",Kamienna,dolnośląskie,87,"2017-11-25 13:10:00",,,0,"2017-09-15 12:00:00",,
154180080,Wejherowo,Reda,pomorskie,87,"2017-11-25 13:10:00",,,,,0,"2017-09-27 09:59:00"
150140020,Sieniawka,"Nysa Łużycka",dolnośląskie,96,"2017-11-25 13:10:00",6.87,"2017-11-25 13:10:00",0,"2017-10-31 09:05:00",100,"2017-09-04 10:09:00"
149200200,Jakubkowice,Łososina,małopolskie,86,"2017-11-25 13:10:00",5.8,"2017-11-25 13:10:00",0,"2017-10-03 08:00:00",,
150170100,Kopice,"Nysa Kłodzka",opolskie,89,"2017-11-25 13:10:00",,,,,,
149210060,Topoliny,Ropa,podkarpackie,76,"2017-11-25 13:10:00",,,0,"2017-09-21 08:57:00",,
150190150,Poraj,Warta,śląskie,122,"2017-11-25 13:10:00",,,,,,
151210050,Gusin,Wiała,mazowieckie,128,"2017-11-25 13:10:00",5.8,"2017-11-25 13:10:00",,,0,"2017-11-03 11:07:00"
153140200,Morzyczyn,jez.Miedwie,zachodniopomorskie,98,"2017-11-25 13:10:00",,,,,,
153180010,"Czarna Woda",Wda,pomorskie,92,"2017-11-25 13:10:00",,,,,,
150230080,Michałów,Wieprz,lubelskie,56,"2017-11-25 13:10:00",,,,,,
150180040,Bojanów,Psina,śląskie,60,"2017-11-25 13:10:00",,,,,302,"2017-09-15 10:12:00"
154220050,Jurkiszki,Jarka,warmińsko-mazurskie,91,"2017-11-25 13:10:00",5.3,"2017-11-25 13:10:00",,,100,"2017-10-11 09:01:00"
151210090,Czekarzewice,Kamienna,świętokrzyskie,72,"2017-11-25 13:10:00",,,,,,
150160230,"Lądek Zdrój","Biała Lądecka",dolnośląskie,53,"2017-11-25 13:10:00",,,0,"2017-11-09 11:00:00",0,"2017-11-09 11:00:00"
150140100,Bogatynia,Miedzianka,dolnośląskie,62,"2017-11-25 13:10:00",7.6,"2017-11-25 13:10:00",0,"2017-11-20 11:00:00",,
149200130,Stradomka,Stradomka,małopolskie,76,"2017-11-25 13:10:00",,,0,"2017-08-10 08:11:00",0,"2017-11-08 10:00:00"
150180100,"Staniszcze Wielkie","Mała Panew",opolskie,93,"2017-11-25 13:10:00",6.3,"2017-11-25 13:10:00",0,"2017-07-10 07:40:00",0,"2017-07-10 07:40:00"
151200090,"Nowe Miasto/Pilicą",Pilica,mazowieckie,110,"2017-11-25 13:10:00",,,,,0,"2017-08-24 09:00:00"
151150180,Chojnów,Skora,dolnośląskie,31,"2017-11-21 09:10:00",,,,,,
152220070,Brańsk,Nurzec,podlaskie,93,"2017-11-25 13:10:00",,,,,100,"2017-11-10 10:00:00"
151210020,"Michałów 2",Kamienna,świętokrzyskie,66,"2017-11-25 13:10:00",,,,,0,"2017-10-26 10:57:00"
154170080,Łupawa,Łupawa,pomorskie,64,"2017-11-25 13:10:00",,,,,0,"2017-10-20 10:10:00"
150190080,Radocha,"Czarna Przemsza",śląskie,60,"2017-11-25 13:10:00",6.52,"2017-11-25 13:10:00",,,0,"2017-10-31 12:00:00"
149190170,Zator,Skawa,małopolskie,103,"2017-11-25 13:10:00",,,,,0,"2017-08-08 11:00:00"
153170040,Wyrzysk,Łobżonka,wielkopolskie,110,"2017-11-25 13:10:00",5.6,"2017-11-25 13:10:00",,,0,"2017-08-25 10:00:00"
150170070,Głuchołazy,"Biała Głuchołaska",opolskie,45,"2017-11-25 13:10:00",6.2,"2017-11-25 13:10:00",0,"2017-10-24 09:00:00",1,"2017-10-24 09:00:00"
150220100,Jarosław,San,podkarpackie,113,"2017-11-25 13:10:00",,,0,"2017-11-21 13:56:00",0,"2017-09-09 08:05:00"
154160120,Korzybie,Wieprza,pomorskie,91,"2017-11-25 13:10:00",,,,,0,"2017-11-17 09:01:00"
150160100,Gorzuchów,Ścinawka,dolnośląskie,66,"2017-11-25 13:10:00",,,,,0,"2017-09-21 11:00:00"
150160150,"Bystrzyca Kłodzka 2",Bystrzyca,dolnośląskie,30,"2017-11-25 13:10:00",,,,,0,"2017-08-21 09:00:00"
151150060,Leśna,Kwisa,dolnośląskie,57,"2017-11-25 13:10:00",,,,,100,"2017-09-12 10:06:00"
150180050,Ozimek,"Mała Panew",opolskie,83,"2017-11-25 13:10:00",6.3,"2017-11-25 13:10:00",,,,
151160070,Winnica,"Nysa Szalona",dolnośląskie,40,"2017-11-25 13:10:00",,,,,101,"2017-08-31 12:00:00"
150160290,Gniechowice,"Czarna Woda",dolnośląskie,92,"2017-11-25 13:10:00",7.1,"2017-11-25 13:10:00",,,,
152170150,Trąbczyn,Bawół,wielkopolskie,126,"2017-11-25 13:10:00",,,,,0,"2017-09-20 10:00:00"
149200370,Brzesko-Okocim,Uszwica,-,,,,,,,,
149190360,Ludźmierz,Lepietnica,małopolskie,43,"2017-11-25 13:10:00",,,0,"2017-09-07 09:01:00",,
151170110,Bogusław,Prosna,wielkopolskie,161,"2017-11-22 06:00:00",6.4,"2017-11-25 13:00:00",,,0,"2017-09-19 10:02:00"
